Артикул;Наименование;ЦенаСоСкидкой;Цена;Скидка;ОстатокНаСкладе
9501-S;9501-S STAHLBERG Форма для выпечки прямоугольная 26,9х14х7см / 1,5л ручки с сили;3 570;5498;35;2
9502-S;9502-S STAHLBERG Форма для выпечки квадратна 20,7х18,3х5см / 1,1л ручки с силико;3 120;4798;35;16
9503-S;9503-S STAHLBERG Форма для выпечки квадратна 24,9х22х5,3см / 1,8л ручки с силико;3 850;5926;35;1
9504-S;9504-S STAHLBERG Форма для выпечки прямоугольная 39,2х23,6х5,2см / 2,9л ручки с;5 010;7711;35;1
9506-S;9506-S STAHLBERG Форма для выпечки прямоугольная 29,6х17,9х5см / 1,6л ручки с си;3 780;5812;35;6
9507-S;9507-S STAHLBERG Форма для выпечки прямоугольная 23х15х4,8см / 0,7л ручки с сили;2 960;4555;35;22
9508-S;9508-S STAHLBERG Форма для выпечки круглая 22,5х4,3см / 1,25л ручки с силиконовы;3 210;4941;35;16
9512-S;9512-S STAHLBERG Форма для выпечки овальная 26х18,2х6см / 1,3л ручки с силиконов;3 640;5598;35;13
9516;9516 GIPFEL Набор жаропрочных стеклянных контейнеров BOMUS 3 шт с крышками;21 510;30730;30;14
9615;9615 GIPFEL Штопор многофункциональный складной 12,5х3,5х2,3см Материал: сплав цинка с никелем+ABS;2 300;3284;30;48
9620;9620 GIPFEL Набор винных аксессуаров 4 пр. в деревянном ящике 21х13х3,6см Матери;7 970;11381;30;24
9621;9621 GIPFEL Набор винных аксессуаров 4 пр. в деревянном ящике 15х15х4,5см SS 201;6 990;10753;35;24
9622;9622 GIPFEL Ведро для льда SIRMIONE 4л. Материал: нерж. сталь.;15 830;22619;30;8
9625;9625 GIPFEL Штопор рычажный в наборе на деревянной подставке. Материал: сплав ал;9 490;13552;30;24
9626;9626 GIPFEL Набор винных аксессуаров из 5 предметов в кейсе из бамбука, 23х13х4,;7 800;11138;30;24
9627;9627 GIPFEL Футляр из красного дерева для вина с винными аксессуарами (4 предмета), 36х11,5х11см. Ма;7 130;10182;30;8
9628;9628 GIPFEL Футляр из дерева для вина с винными аксессуарами (4 предмета), 34х10,5х13см. Материал:;8 520;12167;30;16
9629;9629 GIPFEL Набор винных аксессуаров из 5 предметов в кейсе в форме бутылки. Мат;4 590;6555;30;50
9630;9630 GIPFEL Набор винных аксессуаров из 3 предметов в кейсе в форме бокала. Мате;3 280;4684;30;50
9631;9631 GIPFEL Набор винных аксессуаров из 3 предметов в кейсе из кожи. Материал: и;5 000;7140;30;24
9632;9632 GIPFEL Орехокол. Материал: сплав цинка. Цвет: розовое золото.;2 820;4027;30;48
9633;9633 GIPFEL Открывалка. Материал: сплав цинка, пластик. Цвет: розовое золото.;3 740;5341;30;48
9635;9635 GIPFEL Овощечистка. Материал: сплав цинка. Цвет: розовое золото.;1 620;2313;30;55
9636;9636 GIPFEL Штопор электрический заряжающийся.  Материал: нерж. сталь. Цвет: ста;13 470;19235;30;12
9703;9703 GIPFEL Тканевая сумка для покупок 32х58х10 см;710;1414;50;17
9746;9746 GIPFEL Нож для шинковки капусты и овощей. Материал: нерж. сталь 18/8, нерж.;2 440;3484;30;48
9747;9747 GIPFEL Овощерезка SANA ручная многофункциональная со сменными ножами, 31х1.;5 170;7383;30;24
9748;9748 GIPFEL Овощерезка SANA ручная многофункциональная с контейнером и сменными;6 380;9111;30;24
9749;9749 GIPFEL Центрифуга CAMILA для сушки зелени, 24х16. Материал: пластик;8 590;12266;30;8
9751;9751 GIPFEL Терка  универсальная с насадками длина-42 см. (сталь, ручка пластик);12 030;18507;35;1
9752;9752 GIPFEL Соковыжималка для цитрусовых ручная со стаканом 18,5см (пластик);1 880;2885;35;2
9753;9753 GIPFEL Терка четырехсторонняя синяя 11х8,5х23,5см (нерж. сталь, пластик);2 580;3684;30;60
9756;9756 GIPFEL Терка шестисторонняя синяя 14,2х11,5х26см (нерж. сталь, пластик);3 240;4627;30;14
9757;9757 GIPFEL Терка шестисторонняя красная 14,2х11,5х26см (нерж. сталь, пластик);3 010;4627;35;4
9758;9758 GIPFEL Терка шестисторонняя (нерж. сталь,пластик) черный цвет;3 010;4627;35;7
9759;9759 GIPFEL Терка четырехсторонняя синяя 10,6х8,3х23,8см (нерж. сталь, пластик);3 270;4670;30;1
9760;9760 GIPFEL Терка четырехсторонняя  (нерж. сталь,пластик) красный  цвет;3 270;4670;30;72
9764;9764 GIPFEL Нож для чистки овощей в форме моркови (нерж.сталь, пластик);1 980;3042;35;9
9765;9765 GIPFEL штопор цвет черный  размер (W) 5 cm X ( H ) 21 cm;8 020;12338;35;7
9766;9766 GIPFEL Ложка для мороженного  5 cm X 18 см  (пластик, цинковый сплав);3 760;5783;35;5
9767;9767 GIPFEL Штопор  Size:7*19cm  (пластик, цинковый сплав) цвет красный;5 810;8939;35;1
9768;9768 GIPFEL Консервный нож 5,5*17cm (пластик, цинковый сплав) цвет желтый;7 230;11124;35;20
9769;9769 GIPFEL Пресс для чеснока 4,5*17cm (пластик, цинковый сплав) цвет оранжевый;6 350;9767;35;4
9770;9770 GIPFEL  Резак для пицы 8*19cm  (пластик, цинковый сплав) цвет фиолетовый;5 350;8225;35;47
9771;9771 GIPFEL Нож для чистки овощей Y-форма  (пластик, цинковый сплав);3 520;5412;35;7
9772;9772 GIPFEL Открывалка Size: (W) 4.5 cm X ( H ) 13 cm, цвет синий;3 380;5198;35;25
9773;9773 GIPFEL Орехокол Size:  (W) 4 cm X ( H ) 16.5 cm, цвет серый;4 350;6697;35;15
9774;9774 GIPFEL Терка трехсторонняя складная TELA 21х14х10см оранжевая (нерж. сталь);4 490;6912;35;32
9775;9775 GIPFEL Терка трехсторонняя складная TELA 21х14х10см зеленая (нерж. сталь);4 490;6912;35;8
9776;9776 GIPFEL Терка пяти сторонняя H=21.59cm (нерж.сталь,пластик) цвет оранжевый;2 540;3627;30;25
9777;9777 GIPFEL Терка шести сторонняя H=20.32cm (нерж.сталь,пластик);2 920;4484;35;3
9778;9778 GIPFEL Терка шестисторонняя EWIN 20,3см голубая (нерж. сталь, пластик);5 930;9125;35;14
9779;9779 GIPFEL Терка DESPEGUE 11,5х10х23см на стойке, два лезвия (нерж. сталь);2 640;8811;70;60
9780;9780 GIPFEL Терка складная с защитой руки, 10.5x6.5x25.8cm (нерж.сталь,пласик);3 050;10167;70;9
9781;9781 GIPFEL Терка пирамида 10x10x26cm (нерж.сталь,пластик) цвет оранжевый;6 010;9253;35;54
9782;9782 GIPFEL Терка GOL 10х10х26см голубая (нерж. сталь, пластик);6 010;9253;35;66
9783;9783 GIPFEL Хлебница 39х28х19см. Материал: нерж.сталь;10 650;15208;30;8
9790;9790 GIPFEL Терка HERCULES четырехсторонняя 20,3см Синий Цвет Материал: лезвие черное s/s 18/0 (#430;4 340;6683;35;18
9791;9791 GIPFEL Терка HERCULES трехсторонняя 15,2см Красный Цвет Материал: лезвие черное s/s 18/0 (#430);2 360;3627;35;9
9792;9792 GIPFEL Терка HERCULES пятисторонняя 20,3см Зеленый Цвет Материал: лезвие черное s/s 18/0 (#430);4 270;6098;30;45
9793;9793 GIPFEL Терка  универсальная  длина-39 см. (сталь, пластик) цвет черный с се;13 830;21277;35;4
9794;9794 GIPFEL Терка  универсальная  длина-39 см. (сталь, пластик) цвет черный с се;13 830;21277;35;1
9796;9796 GIPFEL Хлебница MONIKA 37х 26х20см Цвет: белый. Материал: Нержавеющая сталь S/S430, пластик;11 070;15808;30;8
9797;9797 GIPFEL Хлебница MONIKA 37х 26х20см Цвет: красный. Материал: Нержавеющая сталь S/S430, пластик;11 070;15808;30;8
9808;9808 GIPFEL Консервный нож ECO с открывалкой для бутылок 1,72х5,1х6,0 см Материал: Нержавеющая сталь;2 480;3541;30;48
9809;9809 GIPFEL  Сито ECO 9х29 см Материал: Нержавеющая сталь SS430, пластик;1 450;2071;30;48
9810;9810 GIPFEL Нож для чистки овощей Y-формы  ECO 19,2х5,7 см Материал: Нержавеющая сталь SS430, пласти;1 300;1856;30;48
9811;9811 GIPFEL Нож для чистки овощей ECO 21х2,7х6,67х2,1 см Материал: Нержавеющая сталь SS430, пластик;1 040;1485;30;48
9812;9812 GIPFEL Молоток для отбивания мяса RICH 7x4.5x25,5см (нерж. сталь, сплав цинка с хромированным п;5 250;8082;35;4
9814;9814 GIPFEL Орехокол  Size:4*16*2cm (пластик, цинковый сплав);3 680;5255;30;39
9815;9815 GIPFEL Консервный нож Size:5*15.5*6cm  (пластик, цинковый сплав);4 700;7226;35;1
9816;9816 GIPFEL Штопор складной Size:3.5*12.5*2.5cm (пластик, цинковый сплав);4 070;5812;30;37
